CMPD_CHEMBLID,MOLREGNO,PARENT_CMPD_CHEMBLID,PARENT_MOLREGNO,MOL_PREF_NAME,COMPOUND_KEY,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS,CANONICAL_SMILES,ACTIVITY_ID,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,PCHEMBL_VALUE,PUBLISHED_TYPE,PUBLISHED_RELATION,PUBLISHED_VALUE,PUBLISHED_UNITS,ACTIVITY_COMMENT,DATA_VALIDITY_COMMENT,POTENTIAL_DUPLICATE,BAO_ENDPOINT,UO_UNITS,QUDT_UNITS,ASSAY_ID,ASSAY_CHEMBLID,ASSAY_TYPE,DESCRIPTION,ASSAY_SRC_ID,ASSAY_SRC_DESCRIPTION,ASSAY_ORGANISM,ASSAY_STRAIN,ASSAY_TAX_ID,CURATED_BY,BAO_FORMAT,TID,TARGET_CHEMBLID,TARGET_TYPE,PROTEIN_ACCESSION,PREF_NAME,ORGANISM,CONFIDENCE_SCORE,TARGET_MAPPING,APD_NAME,APD_CONFIDENCE,DOC_ID,DOC_CHEMBLID,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,CELL_ID,CELL_CHEMBL_ID,CELL_NAME
CHEMBL189928,319050,CHEMBL189928,319050,,29,446.5,4.33,95.86,0,CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(cc4CC)C(=O)O)cnc13,1496229,T1/2,=,2.333,hr,,T1/2,=,140,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,301418,CHEMBL851955,A,Phase-1 oxidative metabolic stability determined in male human liver microsomes measured as half-life at starting concentration of 10 uM and 2.5 mM NaDPH as cofactor,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,22224,CHEMBL612558,ADMET,,ADMET,,0,Unassigned,,,21428,CHEMBL1141165,16107158,J. Med. Chem.,2005,48,17,5580,,,
CHEMBL364043,318994,CHEMBL364043,318994,,32,460.52,4.37,95.86,0,CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(CCC(=O)O)cc4C)cnc13,1496357,T1/2,=,3.433,hr,,T1/2,=,206,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,301418,CHEMBL851955,A,Phase-1 oxidative metabolic stability determined in male human liver microsomes measured as half-life at starting concentration of 10 uM and 2.5 mM NaDPH as cofactor,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,22224,CHEMBL612558,ADMET,,ADMET,,0,Unassigned,,,21428,CHEMBL1141165,16107158,J. Med. Chem.,2005,48,17,5580,,,
CHEMBL3407652,1834402,CHEMBL3407652,1834402,,37,332.44,2.99,58.64,0,CCN1CC(C)(C)OC(=O)C1CC(=O)Nc2ccc(cc2)C(C)C,15206529,T1/2,=,0.4833,hr,,t1/2,=,29,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1467509,CHEMBL3411132,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91356,CHEMBL3407422,25585716,J. Med. Chem.,2015,58,3,1502,,,
CHEMBL3407844,1834595,CHEMBL3407844,1834595,,87,380.48,3.32,58.64,0,CCN1CC(C)(C)OC(=O)C1CC(=O)NCc2cccc(c2)c3ccccc3,15206530,T1/2,=,0.1,hr,,t1/2,=,6,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1467509,CHEMBL3411132,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,91356,CHEMBL3407422,25585716,J. Med. Chem.,2015,58,3,1502,,,
CHEMBL1778496,1146959,CHEMBL1778496,1146959,,14,619.75,2.98,116.56,1,CCN1CC[C@@](C1)(NC(=O)c2ccc3c(C4CCCCC4)c(c5ccccn5)n(C)c3c2)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,6204789,T1/2,=,1.017,hr,,t1/2,=,61,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,749080,CHEMBL1780677,A,Half life in human liver microsomes at 10 uM,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,57747,CHEMBL1777782,21592789,Bioorg. Med. Chem. Lett.,2011,21,12,3664,,,
CHEMBL1215594,687460,CHEMBL1215594,687460,,51,481.56,3.37,82.72,0,CCN1Cc2ccc(OC)cc2C[C@@H]1C(=O)Nc3cc(F)c(cc3OCCN(C)C)c4cn[nH]c4,3407986,T1/2,=,0.1833,hr,,t1/2,=,11,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,649467,CHEMBL1219165,A,Half life in human liver microsome at 2 mg/mL,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52269,CHEMBL1212924,20684608,J. Med. Chem.,2010,53,15,5727,,,
CHEMBL1215526,687391,CHEMBL1215526,687391,,48,451.54,3.39,73.48,0,CCN1Cc2ccccc2C[C@@H]1C(=O)Nc3cc(F)c(cc3OCCN(C)C)c4cn[nH]c4,3408019,T1/2,=,0.01667,hr,,t1/2,=,1,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,649467,CHEMBL1219165,A,Half life in human liver microsome at 2 mg/mL,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52269,CHEMBL1212924,20684608,J. Med. Chem.,2010,53,15,5727,,,
CHEMBL2152399,1423076,CHEMBL2152399,1423076,,20,269.34,1.35,49.74,0,CCN1CCC(CC1)n2cnc3cnc4[nH]ccc4c23,12063190,T1/2,=,2.5,hr,,t1/2,=,2.5,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,851253,CHEMBL2155765,A,Half life in human liver microsomes by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,65396,CHEMBL2150873,22591402,J. Med. Chem.,2012,55,12,5901,,,
CHEMBL385142,356883,CHEMBL385142,356883,,8,449.55,0.87,94.79,0,CCN1CCC(CC1)NC(=O)c2nc(N3CCN(CC3)c4ncccn4)c5nccn5c2C,1761290,T1/2,>,2,hr,,T1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,405223,CHEMBL869287,A,Stability in human liver microsome at 1uM,1,Scientific Literature,Homo sapiens,,9606,Intermediate,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,31793,CHEMBL1149515,16814547,Bioorg. Med. Chem. Lett.,2006,16,17,4697,,,
CHEMBL1779354,1147826,CHEMBL1779354,1147826,,3c,427.5,3.61,87.05,0,CCN1CCC2(CC1)CNC(=O)c3cc([nH]c23)c4ccnc(n4)c5oc6ccccc6c5,6202139,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,749054,CHEMBL1780651,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,57721,CHEMBL1777706,21565498,Bioorg. Med. Chem. Lett.,2011,21,12,3823,,,
CHEMBL1092403,622971,CHEMBL1092403,622971,,51,568.67,3.17,107.86,1,CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3)N6CCOCC6,3252228,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,624253,CHEMBL1106097,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,50788,CHEMBL1156188,20334367,J. Med. Chem.,2010,53,8,3169,,,
CHEMBL1092404,622972,CHEMBL1092404,622972,,52,554.64,2.64,116.65,1,CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCNCC5)cc3)N6CCOCC6,3252229,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,624253,CHEMBL1106097,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,50788,CHEMBL1156188,20334367,J. Med. Chem.,2010,53,8,3169,,,
CHEMBL1092402,622970,CHEMBL1092402,622970,,50,556.66,3.15,116.65,1,CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCN(C)C)cc3)N5CCOCC5,3252227,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,624253,CHEMBL1106097,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,50788,CHEMBL1156188,20334367,J. Med. Chem.,2010,53,8,3169,,,
CHEMBL601030,602396,CHEMBL601030,602396,,51,463.57,1.6,78.92,0,CCN1CCN(CC1)C(=O)Cn2c(c3cocc3)c(C4CCCCC4)c5ccc(cc25)C(=O)O,3098621,T1/2,>,5,hr,,t1/2,>,300,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,610572,CHEMBL1067067,A,Half life in human liver microsomes at 2 uM,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49559,CHEMBL1156857,20074949,Bioorg. Med. Chem. Lett.,2010,20,3,857,,,
CHEMBL2442249,1588771,CHEMBL2442249,1588771,,9,449.9,5.37,39.6,1,CCN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O,13500832,T1/2,=,0.9167,hr,,t1/2,=,55,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,992349,CHEMBL2445378,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,75289,CHEMBL2439986,23993674,Bioorg. Med. Chem.,2013,21,21,6642,,,
CHEMBL3770919,2072587,CHEMBL3770919,2072587,,31,349.3,5.15,6.48,1,CCN1CCN(CC1)C(c2ccc(Cl)cc2)c3ccc(Cl)cc3,16494081,T1/2,=,0.5,hr,,t1/2,=,30,min,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1556753,CHEMBL3774143,A,Metabolic stability in human liver microsomes assessed as half life by LC-MS/MS analysis in presence of NADPH,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,98458,CHEMBL3769315,26599718,J. Med. Chem.,2016,59,3,841,,,
CHEMBL2407270,1571671,CHEMBL2407270,1571671,,16,385.5,4.6,35.58,0,CCN1CCN(CC1)c2ccc(NC(=O)c3ccc(cc3)c4ccccc4)cc2,13386064,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,972287,CHEMBL2411798,A,Half life in human liver microsomes at 1 uM by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74272,CHEMBL2406971,23977416,ACS Med. Chem. Lett.,2013,4,7,647,,,
CHEMBL2407256,1571657,CHEMBL2407256,1571657,,20,386.49,3.88,48.47,0,CCN1CCN(CC1)c2ccc(NC(=O)c3ccc(cc3)c4ccccn4)cc2,13386062,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,972287,CHEMBL2411798,A,Half life in human liver microsomes at 1 uM by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74272,CHEMBL2406971,23977416,ACS Med. Chem. Lett.,2013,4,7,647,,,
CHEMBL2407257,1571658,CHEMBL2407257,1571658,,21,386.49,3.45,48.47,0,CCN1CCN(CC1)c2ccc(NC(=O)c3ccc(cc3)c4cccnc4)cc2,13386061,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,972287,CHEMBL2411798,A,Half life in human liver microsomes at 1 uM by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,74272,CHEMBL2406971,23977416,ACS Med. Chem. Lett.,2013,4,7,647,,,
CHEMBL1928259,1269224,CHEMBL1928259,1269224,,20b,547.67,2.24,139.63,1,CCN1CCN(CC1)S(=O)(=O)c2cnc(OCC(C)C)c(c2)C3=Nc4c(CC)n(CCOC)nc4C(=O)N3,7971952,T1/2,=,0.1167,hr,,t1/2,=,7,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,791634,CHEMBL1930858,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,60493,CHEMBL1926502,22100260,Bioorg. Med. Chem.,2012,20,1,498,,,
CHEMBL1928252,1269217,CHEMBL1928252,1269217,,7d,547.67,2.24,139.63,1,CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CC(C)C)nc4C(=O)N3,7971950,T1/2,=,0.1833,hr,,t1/2,=,11,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,791634,CHEMBL1930858,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,60493,CHEMBL1926502,22100260,Bioorg. Med. Chem.,2012,20,1,498,,,
CHEMBL1928272,1269237,CHEMBL1928272,1269237,,20f,604.72,0.88,152.1,2,CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CCN5CCOCC5)nc4C(=O)N3,7971957,T1/2,=,0.8,hr,,t1/2,=,48,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,791634,CHEMBL1930858,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,60493,CHEMBL1926502,22100260,Bioorg. Med. Chem.,2012,20,1,498,,,
CHEMBL1928261,1269226,CHEMBL1928261,1269226,,20d,549.64,0.92,148.85,1,CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CCOC)nc4C(=O)N3,7971953,T1/2,=,1.167,hr,,t1/2,=,70,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,791634,CHEMBL1930858,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,60493,CHEMBL1926502,22100260,Bioorg. Med. Chem.,2012,20,1,498,,,
CHEMBL1928277,1269242,CHEMBL1928277,1269242,,"27d, (-)-enantiomer",531.63,1.56,139.63,1,CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(nn5CCCC(C)c45)C(=O)N3,7971958,T1/2,=,0.1867,hr,,t1/2,=,11.2,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,791634,CHEMBL1930858,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,60493,CHEMBL1926502,22100260,Bioorg. Med. Chem.,2012,20,1,498,,,
CHEMBL257308,433595,CHEMBL257308,433595,,18,320.22,3.85,43.84,0,CCn1cnc2ccc(c(CN)c12)c3ccc(Cl)cc3Cl,2122539,T1/2,>,3.333,hr,,t1/2,>,200,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,470463,CHEMBL951315,A,Half life in human liver microsome,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,38953,CHEMBL1143921,18346892,Bioorg. Med. Chem. Lett.,2008,18,7,2362,,,
CHEMBL591358,599099,CHEMBL591358,599099,,33,515.57,2.53,130.4,1,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N(C)C)cc3)N5CCOCC5,3132735,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,607477,CHEMBL1068082,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49806,CHEMBL1157707,19968288,J. Med. Chem.,2010,53,2,798,,,
CHEMBL589258,598734,CHEMBL589258,598734,,"2, PKI-402",570.65,2.48,133.64,1,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3)N6CCOCC6,6293202,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,760025,CHEMBL1810301,A,Half life in human liver microsomes after 30 mins,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,58437,CHEMBL1806467,21763134,Bioorg. Med. Chem. Lett.,2011,21,16,4773,,,
CHEMBL589258,598734,CHEMBL589258,598734,,"3, PKI-402",570.65,2.48,133.64,1,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3)N6CCOCC6,3132733,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,607477,CHEMBL1068082,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49806,CHEMBL1157707,19968288,J. Med. Chem.,2010,53,2,798,,,
CHEMBL590357,599102,CHEMBL590357,599102,,36,592.65,3.22,152.07,1,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCc5ccccn5)cc3)N6CCOCC6,3132738,T1/2,=,0.2667,hr,,t1/2,=,16,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,607477,CHEMBL1068082,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49806,CHEMBL1157707,19968288,J. Med. Chem.,2010,53,2,798,,,
CHEMBL590594,599104,CHEMBL590594,599104,,38,572.66,2.52,142.43,1,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCCN(C)C)cc3)N5CCOCC5,3132740,T1/2,=,0.5,hr,,t1/2,=,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,607477,CHEMBL1068082,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49806,CHEMBL1157707,19968288,J. Med. Chem.,2010,53,2,798,,,
CHEMBL590587,599101,CHEMBL590587,599101,,35,558.63,2.46,142.43,1,CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCN(C)C)cc3)N5CCOCC5,3132737,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,607477,CHEMBL1068082,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49806,CHEMBL1157707,19968288,J. Med. Chem.,2010,53,2,798,,,
CHEMBL2151197,1421862,CHEMBL2151197,1421862,PF-03654746,"6, PF-03654746",322.39,2.82,32.34,0,CCNC(=O)[C@@H]1C[C@@](F)(C1)c2ccc(CN3CCCC3)c(F)c2,12171565,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,880099,CHEMBL2213893,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,66816,CHEMBL2203251,21928839,J. Med. Chem.,2011,54,21,7602,,,
CHEMBL3125272,1621875,CHEMBL3125272,1621875,,7,437.49,1.75,109.47,0,CCNC(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC)nn4C,13948749,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1296143,CHEMBL3131777,A,Half life in human liver microsomes at 0.5 uM,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,77131,CHEMBL3124857,24450589,J. Med. Chem.,2014,57,4,1276,,,
CHEMBL3809486,2088533,CHEMBL3809486,2088533,,6b,453.54,4.97,123.96,0,CCNC(=O)c1cc(N)c(Nc2ccc(cc2)C#N)cc1Oc3c(C)cc(CCC#N)cc3C,16607067,T1/2,=,2.883,hr,,t1/2,=,173,min,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1578664,CHEMBL3812064,A,Half life in human liver microsomes at 1 uM by LC-MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,99353,CHEMBL3808367,27070547,J. Med. Chem.,2016,59,8,3689,,,
CHEMBL591357,599098,CHEMBL591357,599098,,32,515.57,2.67,139.19,1,CCNC(=O)c1ccc(NC(=O)Nc2ccc(cc2)c3nc(N4CCOCC4)c5nnn(CC)c5n3)cc1,3132734,T1/2,>,0.5,hr,,t1/2,>,30,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,607477,CHEMBL1068082,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,49806,CHEMBL1157707,19968288,J. Med. Chem.,2010,53,2,798,,,
CHEMBL3780314,2074746,CHEMBL3780314,2074746,,20,404.55,3.69,66.05,0,CCNC(=O)c1ccc(NC2C3CC4CC(CC2C4)C3)c(NCc5ccncc5)c1,16519916,T1/2,=,0.2667,hr,,t1/2,=,16,min,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1564801,CHEMBL3784404,A,Half life in human liver microsomes by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,98645,CHEMBL3779804,26696014,J. Med. Chem.,2016,59,5,2041,,,
CHEMBL398811,405842,CHEMBL398811,405842,,40,496.51,2.93,136.46,0,CCNC(=O)CN1C(=O)C(C)(Oc2ccc(cc12)c3c(N)nc(N)nc3CC)c4cc(F)cc(F)c4,1974913,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,448317,CHEMBL898575,A,Metabolic stability in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,36883,CHEMBL1149625,17574423,Bioorg. Med. Chem.,2007,15,17,5912,,,
CHEMBL3577871,1946184,CHEMBL3577871,1946184,,16,372.46,1.97,99.25,0,CCNC(=O)N[C@@H]1CC[C@@H](CC1)Nc2ncc3C=CC(=O)N(C(C)C)c3n2,15608007,T1/2,=,0.2667,hr,,t1/2,=,16,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1496179,CHEMBL3578960,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,92365,CHEMBL3576797,25893042,ACS Med. Chem. Lett.,2015,6,4,413,,,
CHEMBL3577867,1946180,CHEMBL3577867,1946180,,12,372.46,1.97,99.25,0,CCNC(=O)N[C@@H]1CC[C@H](CC1)Nc2ncc3C=CC(=O)N(C(C)C)c3n2,15608005,T1/2,=,0.7667,hr,,t1/2,=,46,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1496179,CHEMBL3578960,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,92365,CHEMBL3576797,25893042,ACS Med. Chem. Lett.,2015,6,4,413,,,
